num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2022S020141,6/27/2022,14:15:00,CALL. DOCTOR ESQUERDO / CALL. SAMARIA,82,3,RETIRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,"443,176,985","4,473,826,491",N,NULL
2022S020195,6/28/2022,11:20:00,"CALL. BELZUNEGUI, 20",20,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,"437,259,737","4,469,784,045",N,NULL
2022S020235,6/28/2022,23:30:00,"PASEO. FLORIDA, 24",24,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"438,548,420","4,475,069,599",N,NULL
2022S020243,6/29/2022,4:10:00,CALL. ALCALA / PLAZA. CIBELES,51,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,105,218","4,474,525,579",S,NULL
2022S020253,6/28/2022,13:50:00,"CALL. PINOS DE OSUNA, 1",1,21,BARAJAS,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"449,659,365","4,478,287,329",N,NULL
2022S020269,6/29/2022,14:05:00,CALL. DOCTOR LOZANO / CALL. FERNANDO GIRALDEZ,23,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,"443,944,227","4,472,692,851",N,NULL
2022S020296,6/29/2022,18:45:00,CALL. RICARDO DAMAS / CALL. TERESA LOPEZ VALCARCEL,3,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,"440,992,915","4,470,972,967",N,NULL
2022S020296,6/29/2022,18:45:00,CALL. RICARDO DAMAS / CALL. TERESA LOPEZ VALCARCEL,3,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,"440,992,915","4,470,972,967",N,NULL
2022S020348,6/30/2022,14:55:00,PLAZA. CONDE DE CASAL / CALL. DOCTOR ESQUERDO,2,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"443,116,881","4,473,130,913",N,NULL
2022S020349,6/30/2022,14:15:00,AVDA. OPORTO / CALL. PORTALEGRE,40,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"438,580,276","4,470,791,371",N,NULL
2022S020349,6/30/2022,14:15:00,AVDA. OPORTO / CALL. PORTALEGRE,40,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Pasajero,Menor de 5 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"438,580,276","4,470,791,371",N,NULL
2022S020410,7/1/2022,10:25:00,"CALL. GENERAL RICARDOS, 43",43,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,"438,891,759","4,471,891,925",N,NULL
2022S020441,7/1/2022,19:50:00,GTA. LOPEZ DE HOYOS / CALL. FRANCISCO SILVELA,1,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,"442,318,553","4,476,829,176",N,NULL
2022S020494,7/1/2022,21:55:00,"PLAZA. CANOVAS DEL CASTILLO, 5",5,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,067,328","4,474,147,219",N,NULL
2022S020495,7/2/2022,9:25:00,"AVDA. ANDES, 52",52,16,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"447,502,474","4,478,813,718",N,NULL
2022S020495,7/2/2022,9:25:00,"AVDA. ANDES, 52",52,16,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,3,Ingreso superior a 24 horas,"447,502,474","4,478,813,718",N,NULL
2022S020513,7/2/2022,15:20:00,CALL. FRANCOS RODRIGUEZ / CALL. LORENZANA,70,6,TETUÁN,Colisión fronto-lateral,NULL,Bicicleta,Conductor,De 21 a 24 años,Hombre,NULL,NULL,"439,921,534","4,478,708,138",N,NULL
2022S020524,7/2/2022,17:55:00,CALL. POBLADURA DEL VALLE / CALL. MONTAMARTA,42,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"447,252,691","4,475,016,127",N,NULL
2022S020540,7/2/2022,21:25:00,PLAZA. ESPAÑA / CALL. LEGANITOS,6,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,"439,674,138","4,474,965,350",N,NULL
2022S020586,7/3/2022,12:10:00,PQUE. RETIRO / PTA. INDEPENDENCIA,0,3,RETIRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,"441,646,600","4,474,555,521",N,NULL
2022S020586,7/3/2022,12:10:00,PQUE. RETIRO / PTA. INDEPENDENCIA,0,3,RETIRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"441,646,600","4,474,555,521",N,NULL
2022S020587,7/3/2022,12:30:00,CALL. ALFONSO XII / PLAZA. INDEPENDENCIA,1,3,RETIRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"441,578,078","4,474,524,018",N,NULL
2022S020646,7/4/2022,16:24:00,"CALL. PADRE LLANOS, 24",24,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,"444,342,090","4,469,588,202",N,NULL
2022S020646,7/4/2022,16:24:00,"CALL. PADRE LLANOS, 24",24,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,"444,342,090","4,469,588,202",N,NULL
2022S020717,7/5/2022,10:05:00,GTA. MARQUES DE VADILLO / CALL. ANTONIO LOPEZ,1,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,"439,284,701","4,472,146,871",N,NULL
2022S020732,7/5/2022,13:20:00,CALL. CASTILLO DE CANDANCHU / CALL. BERDUN,52,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"442,420,404","4,484,208,649",N,NULL
2022S020806,7/6/2022,15:30:00,"CALL. SERRANO, 82",82,4,SALAMANCA,Caída,LLuvia intensa,Bicicleta,Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,"441,737,156","4,475,858,696",N,NULL
2022S020811,7/6/2022,15:10:00,"CALL. SERRANO, 45",45,4,SALAMANCA,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Mujer,1,Atención en urgencias sin posterior ingreso,"441,707,294","4,475,610,527",N,NULL
2022S020823,7/6/2022,19:10:00,CUSTA. VEGA / CALL. SEGOVIA,3,1,CENTRO,Alcance,NULL,Bicicleta EPAC (pedaleo asistido),Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,"439,206,783","4,473,950,189",N,NULL
2022S020831,7/6/2022,20:25:00,AVDA. MAYORAZGO / AVDA. LA GAVIA,99,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"447,423,737","4,468,325,420",N,NULL
2022S020861,7/7/2022,7:22:00,"CALL. PRINCIPE DE VERGARA, 208A",208A,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,"442,537,951","4,477,988,783",N,NULL
2022S020907,7/7/2022,18:38:00,"CALL. DOCTOR ESQUERDO, 125",125,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,Menor de 5 años,Hombre,NULL,NULL,"443,182,204","4,473,696,343",N,NULL
2022S020919,7/7/2022,22:45:00,BULEV. INDALECIO PRIETO / CALL. TREN DE ARGANDA,4,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,NULL,NULL,"447,364,833","4,472,746,833",N,NULL
2022S020944,7/7/2022,14:55:00,CALL. ISLA DE OZA / CALL. ISLA DE ALEGRANZA,1,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,NULL,NULL,"438,879,531","4,479,442,899",N,NULL
2022S020958,7/7/2022,21:55:00,"CUSTA. SAN VICENTE, (FRENTE AL) 34",34,9,MONCLOA-ARAVACA,Colisión lateral,NULL,Bicicleta,Conductor,De 35 a 39 años,Hombre,NULL,NULL,"439,144,748","4,474,649,879",N,NULL
2022S020997,7/8/2022,21:40:00,"AVDA. CONCHA ESPINA, 22",22,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,995,737","4,478,116,181",N,NULL
2022S021044,7/9/2022,20:27:00,AVDA. MAYORAZGO / CALL. CINCOVILLAS,1,18,VILLA DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,"445,866,342","4,469,361,226",N,NULL
2022S021116,7/11/2022,8:11:00,"PASEO. CASTELLANA, 256",256,5,CHAMARTÍN,Otro,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,3,Ingreso superior a 24 horas,"441,736,597","4,480,366,303",N,NULL
2022S021148,7/10/2022,20:10:00,"PQUE. DEHESA DE LA VILLA, 0",0,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,"438,563,388","4,479,113,979",N,NULL
2022S021172,7/11/2022,10:15:00,"AVDA. LUIS ARAGONES, 4",4,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,"449,008,999","4,476,313,282",N,NULL
2022S021188,7/12/2022,10:00:00,AVDA. COMPLUTENSE / CTRA. DEHESA DE LA VILLA,40,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,4,Fallecido 24 horas,"438,622,739","4,479,118,993",N,NULL
2022S021203,7/12/2022,13:50:00,"CALL. VILLAAMIL, 64",64,6,TETUÁN,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,"439,972,284","4,479,144,126",N,NULL
2022S021203,7/12/2022,13:50:00,"CALL. VILLAAMIL, 64",64,6,TETUÁN,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"439,972,284","4,479,144,126",N,NULL
2022S021205,7/12/2022,14:20:00,CALL. JESUS / CALL. MORATIN,1,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,"440,978,898","4,473,781,660",N,NULL
2022S021314,7/14/2022,8:35:00,"CALL. PUERTO DE BALBARAN, 10",10,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"444,335,582","4,469,744,522",N,NULL
2022S021326,7/14/2022,13:50:00,"CALL. SAN BERNARDO, 8",8,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"439,949,477","4,474,811,529",N,NULL
2022S021364,7/14/2022,19:55:00,"AVDA. ALBUFERA, 108",108,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"443,996,395","4,471,627,799",N,NULL
2022S021376,7/14/2022,23:45:00,CALL. JAIME EL CONQUISTADOR / CALL. DIVINO VALLES,24,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,NULL,NULL,"440,746,670","4,471,999,931",N,NULL
2022S021383,7/15/2022,2:45:00,"CALL. PRINCESA, 32",32,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,"439,392,890","4,475,517,109",S,NULL
2022S021439,7/15/2022,17:53:00,"CMNO. PERALES, 94",94,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"441,581,359","4,469,803,537",N,NULL
2022S021491,7/15/2022,12:20:00,"AVDA. LOGROÑO, 38",38,21,BARAJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,"448,957,924","4,478,531,501",N,NULL
2022S021618,7/17/2022,16:30:00,CALL. SAN GERMAN / CALL. LERIDA,56,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"440,668,198","4,478,726,107",N,NULL
2022S021625,7/18/2022,8:10:00,"CALL. PUERTO DE LA CRUZ VERDE, 44B",44B,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,"441,650,664","4,470,663,274",N,NULL
2022S021625,7/18/2022,8:10:00,"CALL. PUERTO DE LA CRUZ VERDE, 44B",44B,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,650,664","4,470,663,274",N,NULL
2022S021668,7/18/2022,18:47:00,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,3,16,HORTALEZA,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"444,960,955","4,481,475,095",N,NULL
2022S021673,7/18/2022,19:05:00,"CALL. AYALA, 64",64,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,NULL,NULL,"442,259,990","4,475,433,294",N,NULL
2022S021682,7/18/2022,22:30:00,PLAZA. SEGOVIA NUEVA / CALL. GRAFAL,1,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"439,946,897","4,473,895,969",N,NULL
2022S021704,7/19/2022,9:45:00,CALL. BAILEN / CALL. MAYOR,12,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"439,456,566","4,474,038,937",N,NULL
2022S021743,7/19/2022,16:45:00,"CALL. ALCALA, 315",315,15,CIUDAD LINEAL,Alcance,NULL,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,NULL,NULL,"444,781,186","4,475,994,977",N,NULL
2022S021797,7/20/2022,21:05:00,"CALL. BRAVO MURILLO, 83",83,7,CHAMBERÍ,Atropello a animal,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"440,282,639","4,477,257,898",N,NULL
2022S021811,7/20/2022,2:50:00,CARRETERA SAN BLAS COSLADA M201,80,20,SAN BLAS-CANILLEJAS,Colisión lateral,Se desconoce,Bicicleta,Conductor,De 25 a 29 años,Hombre,NULL,NULL,"449,630,920","4,475,550,326",S,NULL
2022S021815,7/21/2022,8:30:00,"AVDA. POBLADOS, farola 238",43,10,LATINA,Colisión lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,3,Ingreso superior a 24 horas,"435,730,890","4,470,339,023",N,NULL
2022S021866,7/21/2022,22:18:00,AVDA. PLANETARIO / CALL. MENDEZ ALVARO,1A,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"442,328,043","4,471,810,859",N,NULL
2022S021866,7/21/2022,22:18:00,AVDA. PLANETARIO / CALL. MENDEZ ALVARO,1A,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Peatón,De 60 a 64 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"442,328,043","4,471,810,859",N,NULL
2022S021986,7/23/2022,22:15:00,"CALL. ESTOCOLMO, 2",2,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,"449,162,656","4,475,142,799",N,NULL
2022S022007,7/24/2022,1:50:00,"CALL. CHILE, 3",3,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"442,673,244","4,478,540,299",S,NULL
2022S022030,7/24/2022,12:50:00,"CALL. ARROYO FONTARRON, 24",24,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3,Ingreso superior a 24 horas,"446,327,974","4,471,742,260",N,NULL
2022S022088,7/25/2022,14:30:00,CALL. FELIX RODRIGUEZ DE LA FUENTE / CALL. ALCALDE GARRIDO JUARISTI,2,14,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14,Sin asistencia sanitaria,"444,213,955","4,473,938,986",N,NULL
2022S022088,7/25/2022,14:30:00,CALL. FELIX RODRIGUEZ DE LA FUENTE / CALL. ALCALDE GARRIDO JUARISTI,2,14,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Peatón,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,"444,213,955","4,473,938,986",N,NULL
2022S022094,7/25/2022,16:25:00,"CALL. CAMINO VIEJO DE LEGANES, 10",10,11,CARABANCHEL,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"438,551,011","4,471,551,829",N,NULL
2022S022107,7/25/2022,21:50:00,CAMINO VINATEROS-DE LA MARROQUINA,105,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,4,Fallecido 24 horas,"445,056,316","4,473,354,418",N,NULL
2022S022133,7/26/2022,13:30:00,"CALL. EMBAJADORES, 92",92,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"440,505,988","4,472,719,395",N,NULL
2022S022189,7/26/2022,9:00:00,"CALL. RIBERA DEL SENA, 27",27,21,BARAJAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,NULL,NULL,"447,260,819","4,479,645,158",N,NULL
2022S022202,7/26/2022,19:45:00,GTA. ISAAC RABIN / CALL. DOCTOR RAMON CASTROVIEJO,0,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,3,Ingreso superior a 24 horas,"438,285,570","4,480,494,978",N,NULL
2022S022234,7/27/2022,20:00:00,"AVDA. MIRAFLORES, 53",53,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"437,975,467","4,480,173,057",N,NULL
2022S022299,7/28/2022,20:00:00,"CALL. SUECIA, 83",83,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,"448,619,114","4,475,942,821",N,NULL
2022S022302,7/28/2022,19:10:00,PLAZA. REPUBLICA ARGENTINA / CALL. SERRANO,3,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,"441,839,417","4,477,373,404",N,NULL
2022S022303,7/28/2022,19:40:00,CALL. VALCARLOS / AVDA. SANTO DOMINGO DE LA CALZADA,1,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,"442,921,983","4,483,171,641",N,NULL
2022S022329,7/27/2022,10:50:00,"CALL. AUTOL, 3",3,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2,Ingreso inferior o igual a 24 horas,"444,221,934","4,477,778,328",N,NULL
2022S022348,7/28/2022,21:50:00,CALL. MATEO INURRIA / PLAZA. CASTILLA,9,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"441,658,843","4,479,740,204",N,NULL
2022S022379,7/29/2022,21:40:00,"CALL. ANTONIO LOPEZ, 151",151,12,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,"440,685,571","4,470,920,624",N,NULL
2022S022463,7/30/2022,22:40:00,"CALL. MAYOR, 58",58,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,"439,795,071","4,474,145,772",S,NULL
2022S022478,7/31/2022,9:35:00,PASEO. MARIA TERESA / PASEO. TORRECILLA,1,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,"437,749,283","4,474,681,586",N,NULL
2022S022478,7/31/2022,9:35:00,PASEO. MARIA TERESA / PASEO. TORRECILLA,1,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,"437,749,283","4,474,681,586",N,NULL
2022S022488,7/31/2022,16:00:00,CALL. FERROVIARIOS / CALL. ANTONIO VELASCO ZAZO,110,12,USERA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"440,218,738","4,470,305,078",N,NULL
2022S022491,7/30/2022,19:20:00,CALL. MONASTERIO DE EL PAULAR / CALL. MONASTERIO DE LAS BATUECAS,13,8,FUENCARRAL-EL PARDO,Caída,Nublado,Bicicleta,Conductor,De 21 a 24 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,"440,271,964","4,483,638,508",N,NULL
2022S022567,8/2/2022,11:45:00,AVDA. SALMEDINA / CALL. ANTONIO GADES,125,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"449,147,237","4,467,736,865",N,NULL
2022S022575,7/31/2022,22:00:00,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. GASOMETRO,25,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,"440,004,746","4,472,602,444",N,NULL
2022S022575,7/31/2022,22:00:00,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. GASOMETRO,25,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 60 a 64 años,Mujer,14,Sin asistencia sanitaria,"440,004,746","4,472,602,444",N,NULL
2022S022642,8/3/2022,13:20:00,CALL. SAN CESAREO / CALL. SAN EUSTAQUIO,6,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,"440,386,577","4,465,468,504",N,NULL
2022S022672,8/3/2022,21:45:00,AVDA. GUADALAJARA / CALL. LA ALBERICIA,109,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,"448,016,355","4,474,854,067",N,NULL
2022S022681,8/4/2022,8:06:00,"PLAZA. ALONSO MARTINEZ, 5",5,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,"440,980,999","4,475,451,341",N,NULL
2022S022698,8/4/2022,15:30:00,CALL. EMILIO FERRARI / CALL. LLANOS DE ESCUDERO,118,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"445,876,986","4,475,376,765",N,NULL
2022S022712,8/4/2022,17:40:00,"AVDA. ALBUFERA, 50",50,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,"443,533,466","4,471,955,582",N,NULL
2022S022723,8/4/2022,20:50:00,AVDA. MAYORAZGO / AUTOV. M-45,131,18,VILLA DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,"447,771,344","4,468,093,644",N,NULL
2022S022724,8/4/2022,7:10:00,CALL. VALCARLOS / AVDA. SANTO DOMINGO DE LA CALZADA,35,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,"443,611,681","4,483,945,110",N,NULL
2022S022724,8/4/2022,7:10:00,CALL. VALCARLOS / AVDA. SANTO DOMINGO DE LA CALZADA,35,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,NULL,NULL,"443,611,681","4,483,945,110",N,NULL
